text,trans
う、うちも……！\nこの間、渡せんかったけん\n交換したか……！,我、我也……！\n前一阵子、也想送这个来着\n现在要交换下吗……！
ぷ、プロデューサー……\nバレンタインにうちが言うた\nこと、覚えとる……？,制、制作人……\n情人节时和我说过的事情\n还记得吗……？
一年にいっぺんしか会えんなんて、うちならぜーったいに\n耐えられんばい……！,一年只能见一次面什么的，要是换成我的话，\n是绝对受不了的啊……！
うさぎがお月さんで\nついた餅……\nうまかやろうね～,兔子在月亮上\n做的年糕……\n一定会很好吃吧～
お菓子いっぱい作ったけん\nあのセリフ、\n何回言ってもよかよ～！,做了好多好多的点心\n那句台词、\n说几遍都没问题哦～！
プロデューサー……\nありがと～！\nうちは平気たい！,制作人……\n谢谢～！\n我没事的！
誰かと一緒にご飯食べて、\nそいで美味しかねって言って\n……そういうのって幸せやね,和谁一起吃饭、\n然后被称赞很好吃的话\n……这样真的会感到很幸福啊
んふふ～、幸せやねぇ～\nねぇ？,嗯哼哼～、真是幸福呀～\n对吧？
プロデューサー、嬉しか……？,制作人、你开心吗……？
プロデューサーが嬉しか時は、\nうちも嬉しかよ,制作人开心的时候、\n我也很开心哦
ふえ！？\nな、なんね！？,唔哎！？\n怎、怎么了！？
な、なんしよっと！？\nそういうんはよくなか！,做、做什么啊！？\n这样做可不好！
んん～！？\nなんか付いとったと？,嗯～！？\n是沾上什么东西了吗？
ここから\n世界ば見下して──,从这里\n俯瞰这个世界─
──跪かんね\n玉座の前に！,──跪下吧\n在这王座面前！
今日……こん世界は、\nうちらの名を記憶する──,今天……要让这个世界\n记住我们的名字——
鐘ば鳴ったら\n夜はいただき──！,钟声响起之时\n夜幕就将被我收下──！
お疲れ様ー\n今日も張り切っていくばい！,辛苦了——\n我今天也会全力以赴的！
今日は\nどげんレッスンすると？,今天要上什么课？
今日もうち、\nいろんなことに\n挑戦したかー！,今天我也想挑战各种事情——！
なんかが掴めそうたい！,好像能学到些什么！
……そげんのはやめんね,这种事情不要做了哦
プロデューサー……\n見損なったばい……,对制作人……\n真是看走眼了……
うちも、気にしとるけん\n触らんでよ……,我也很在意的啊，\n别再碰了啦……
プロデューサー\n言ってくれればわかるけん\nそんなに触ることなか,制作人\n说一声我就知道了\n不用碰我啊
ちょ、そんな\nベタベタせんで良かって,什，不用像这样\n缠着我也可以啊
もー、いいかげんにせんば\nいかんよ？\nプロデューサー,真是的——不适可而止不行哦？\n制作人
プロデューサー？\nてっきり居眠りかと\n思ったばい,制作人？\n还以为你睡着了
プロデューサー\nいつでも準備\nできとるけんね！,制作人\n我随时都准备好了！
うちの料理は世界一！\n寮のみんなにも評判なんよ！,我做的菜世界第一好吃！\n宿舍里的大家也很喜欢哟！

#三峰（缺少p模式高好感语音）↓,
お、プロデューサーだ\n三峰は今日も元気に\n頑張りますよー,哦，制作人\n三峰今天也会打起精神来\n努力工作的
さってとー？\n三峰のPはどんなお仕事を\n魅せてくれるのかなー？,接下来？\n三峰的P会带来怎样的工作呢——？
三峰、新発見の予感……！,三峰，新发现的预感……！
出るとこ出る？　謝っとく？\n好きなほうでいいよ？,是三峰去投诉你？还是你道歉？\n随你喜欢哦？
や、さすがにないわー……,哇，真没想到……
……それで？\nほんの出来心で、とか\n言っちゃう感じです？,……然后呢？\n“只是一时冲动”\n你要这么解释吗？
ちょっとプロデューサー……\n女の子に気安く触るのは\nどうかと思う……,等等，制作人……\n随随便便碰女孩子\n不太好哦……
理想と現実の区別は\nきちんとつけといたほうが\nいいと思うよ？,理想和现实的区别\n好好地分清楚\n会比较好哦？
うひゃ！？　タンマタンマ！\nお触りは禁止でしょ！\n常識的に考えて！,呜呀！？　停！\n触摸是禁止的！\n用常识思考一下啊！
どしたのプロデューサー\nぼーっとしちゃって,怎么了，制作人\n在那里发呆
プロデューサー？\n無視はよくないと思いまーす,制作人？\n无视别人是不好的哦
うーん……今日はやること\nないのかねぇ……,嗯……今天要做的事\n没有吗……
ねぇＰたーん、三倍返しの\n法則って知ってる？　三峰、\nまだゼロなんだけどな～,P炭，\n你知道三倍返还的法则吗?\n三峰到现在还一个都没有哦～
三峰ももらっていいの？\nやったラッキー♪\nさすがＰたん、マメだよねぇ,三峰真的可以收下吗？\n太好了，Lucky♪\n不愧是P炭，真是细心啊
こんなちゃんとしたもの\nくれなくてもよかったのに\n……嬉しい。ありがとう,明明不用给这么好的东西也可以的……\n好开心。谢谢
織姫も彦星もさぁ、サボるならもっと上手くやらなきゃだったよねぇ,织女和牛郎啊，要想在一起的话就要做得更好才行啊
一緒にお月見と洒落込みませ\nんかー？　今ならつまめる\nものもつけちゃうよー,一起赏月和奢侈一下怎么样？\n现在的话也要带上可以捏起来的东西哦
お菓子補充しとかなくて大丈\n夫？　あちこちから狙われる\nんだから、気を付けなよ～,不补充点心也没关系吗？\n　现在这里那里都盯上你了，\n要小心了哦～
それよりプロデューサー\n聞いて聞いて！,比起那个啊制作人\n听我说听我说哦！
プロデューサーは心配性だなぁ\n三峰なら平気だって,制作人真是爱操心啊\n三峰的话没关系的
プロデューサーは、アイドルを\nやる気にさせる天才かもね,制作人，\n是能让偶像干劲十足的天才也说不定呢
やめて！\n……──て、あ、ごめん……\nあはは、慣れてなくてさ……,不要！\n……──那个，啊，抱歉……\n啊哈哈，还不能习惯呢……
……まったく～\n三峰は猫とかじゃ\nないんですけどねー？,……真是的～\n三峰可不是小猫之类的哦？
……ねぇ、なんのつもり？,……喂、你想干什么？
やっぱりプロデューサーも\n気になる？\n…………大きさ……,果然制作人也很在意吗？\n…………这里的大小……
えっ、何どうしたの、怖い！\n急に触らないでよプロデューサー！,咦，怎么了，吓我一跳！\n不要突然碰三峰啊，制作人！
どうしたのー？\nスキンシップのつもりー？\nんー？,怎么了？\n难道是想和三峰身体接触吗？\n嗯？
当たり前だけど、なんでもホイホイ\n写真撮ってるわけじゃないからね？,理所当然的事，\n三峰可不是什么随便的照片都拍的哦？
──ありゃ、気付かれちゃった\nお仕事中のＰたんの写真、\nゲット～って思ったのにな,──啊呀，被发现了吗\n工作中的P炭的照片、GET～\n本来是这么想的啊
──……ね、すごく綺麗\nここにプロデューサーと来られたこと……すごく嬉しいよ,──……看呀，好美啊\n能和制作人一起到这里来……真的非常开心哦
